"site","date","daily_mean_temp","daily_max_temp","daily_min_temp","daily_90th","daily_10th","daily_range_temp","daily_corrected_range_temp","gdd","cumulative_gdd"
"GH",2023-01-21,7.52582677165354,8.89,5.39,8.778,6.08,3.5,2.698,2.429,2.429
"GH",2023-01-22,6.96531468531469,8.64,5,8.29,5.546,3.64,2.744,1.918,4.347
"GH",2023-01-23,7.30678571428571,11.15,4.95,8.893,5.59,6.2,3.303,2.2415,6.5885
"GH",2023-01-24,7.96722222222222,9.01,6.43,8.87,6.84,2.58,2.03,2.855,9.4435
"GH",2023-01-25,7.90664335664336,9.01,6.51,8.77,6.694,2.5,2.076,2.732,12.1755
"GH",2023-01-26,8.45972222222222,10.88,6.91,8.97,7.385,3.97,1.585,3.1775,15.353
"GH",2023-01-27,8.95569444444445,11.66,6.66,10.64,7.62,5,3.02,4.13,19.483
"GH",2023-01-28,8.41832061068702,10.17,4.06,9.34,6.86,6.11,2.48,3.1,22.583
"GH",2023-01-29,6.6745045045045,8.84,4.09,8.24,4.92,4.75,3.32,1.58,24.163
"GH",2023-01-30,6.48117117117117,9.19,4.01,7.87,5.1,5.18,2.77,1.485,25.648
"GH",2023-01-31,6.51816666666667,8.17,4.38,7.393,4.897,3.79,2.496,1.145,26.793
"GH",2023-02-01,7.26797101449275,13.5,4.01,10.256,4.84,9.49,5.416,2.548,29.341
"GH",2023-02-02,7.45979166666667,9.93,5.23,8.775,6.316,4.7,2.459,2.5455,31.8865
"GH",2023-02-03,7.48520833333333,8.74,6.28,8.111,6.74,2.46,1.371,2.4255,34.312
"GH",2023-02-04,7.80666666666667,8.39,7.19,8.184,7.57,1.2,0.613999999999999,2.877,37.189
"GH",2023-02-05,7.41291666666667,8.22,6.05,8,6.41,2.17,1.59,2.205,39.394
"GH",2023-02-06,8.14798611111111,8.77,7.37,8.49,7.776,1.4,0.714,3.133,42.527
"GH",2023-02-07,7.95447552447552,9.01,5.44,8.936,5.83,3.57,3.106,2.383,44.91
"GH",2023-02-08,7.56446808510638,10.34,5.02,8.54,6.2,5.32,2.34,2.37,47.28
"GH",2023-02-09,8.14594405594406,9.88,5.92,8.64,6.966,3.96,1.674,2.803,50.083
"GH",2023-02-10,8.25578947368421,15.39,5.08,9.57,5.954,10.31,3.616,2.762,52.845
"GH",2023-02-11,8.693125,14.1,4.17,12.097,5.328,9.93,6.769,3.7125,56.5575
"GH",2023-02-12,8.92814516129032,13.76,4.74,12.091,7.356,9.02,4.735,4.7235,61.281
"GH",2023-02-13,7.24909090909091,11.69,4.04,8.378,5.402,7.65,2.976,1.89,63.171
"GH",2023-02-14,7.32663865546218,13.02,4.06,9.954,5.53,8.96,4.424,2.742,65.913
"GH",2023-02-15,7.7345,11.64,4.43,11.082,5.67,7.21,5.412,3.376,69.289
"GH",2023-02-16,6.97886363636364,8.54,4.48,7.997,5.838,4.06,2.159,1.9175,71.2065
"GH",2023-02-17,7.88992957746479,12.8,4.82,11.028,5.386,7.98,5.642,3.207,74.4135
"GH",2023-02-18,7.81847222222222,8.97,5.46,8.711,6.59,3.51,2.121,2.6505,77.064
"GH",2023-02-19,8.105625,9.76,6.64,8.984,6.796,3.12,2.188,2.89,79.954
"GH",2023-02-20,8.25763888888889,8.99,6.28,8.77,7.64,2.71,1.13,3.205,83.159
"GH",2023-02-21,6.99628099173554,8.44,4.12,8.27,4.82,4.32,3.45,1.545,84.704
"GH",2023-02-22,7.1403125,8.34,4.01,8.105,5.63,4.33,2.475,1.8675,86.5715
"GH",2023-02-23,6.37780487804878,8.27,4.01,7.635,5.32,4.26,2.315,1.4775,88.049
"GH",2023-02-24,5.62728395061728,8.84,4.01,6.84,4.64,4.83,2.2,0.74,88.789
"GH",2023-02-25,6.64429906542056,14.62,4.01,13.258,4.418,10.61,8.84,3.838,92.627
"GH",2023-02-26,6.76595041322314,12.24,4.01,10.57,4.92,8.23,5.65,2.745,95.372
"GH",2023-02-27,5.79696296296296,8.14,4.48,6.322,5.13,3.66,1.192,0.726,96.098
"GH",2023-02-28,6.20859154929577,9.66,4.79,8.735,5.1,4.87,3.635,1.9175,98.0155
"GH",2023-03-01,6.50624113475177,11.93,4.01,10.42,4.51,7.92,5.91,2.465,100.4805
"GH",2023-03-02,6.76978873239437,10.86,4.09,9.788,5.87,6.77,3.918,2.829,103.3095
"GH",2023-03-03,5.94303278688525,7.07,4.01,6.69,4.514,3.06,2.176,0.602,103.9115
"GH",2023-03-04,5.65106060606061,6.51,4.12,6.357,4.517,2.39,1.84,0.437,104.3485
"GH",2023-03-05,6.02137614678899,7.74,4.06,7.074,4.838,3.68,2.236,0.956,105.3045
"GH",2023-03-06,5.80861788617886,7.04,4.01,6.61,4.58,3.03,2.03,0.595000000000001,105.8995
"GH",2023-03-07,6.3258407079646,8.24,4.01,7.09,5.06,4.23,2.03,1.075,106.9745
"GH",2023-03-08,6.85981981981982,9.24,4.06,7.74,5.36,5.18,2.38,1.55,108.5245
"GH",2023-03-09,5.99222222222222,7.17,4.09,7.034,4.33,3.08,2.704,0.682,109.2065
"GH",2023-03-10,6.6687969924812,12,4.17,7.636,4.69,7.83,2.946,1.163,110.3695
"GH",2023-03-11,7.13232,12.39,4.06,8.15,5.23,8.33,2.92,1.69,112.0595
"GH",2023-03-12,7.24485507246377,8.37,5.49,8.126,6.2,2.88,1.926,2.163,114.2225
"GH",2023-03-13,8.11257575757576,15.15,4.04,10.113,7.37,11.11,2.743,3.7415,117.964
"GH",2023-03-14,8.80676691729323,15.46,5.02,13.108,7.32,10.44,5.788,5.214,123.178
"GH",2023-03-15,9.75,16.65,7.09,14.934,7.274,9.56,7.66,6.104,129.282
"GH",2023-03-16,9.48618055555556,16.51,5.18,15.454,5.726,11.33,9.728,5.59,134.872
"GH",2023-03-17,9.17428571428571,15.96,4.84,14.208,6.069,11.12,8.139,5.1385,140.0105
"GH",2023-03-18,9.95291666666667,17.11,6.15,15.89,7.085,10.96,8.805,6.4875,146.498
"GH",2023-03-19,9.05215277777778,10.69,6.48,10.461,7.42,4.21,3.041,3.9405,150.4385
"GH",2023-03-20,9.00708333333333,10.76,7.42,9.736,8.249,3.34,1.487,3.9925,154.431
"GH",2023-03-21,8.87492753623188,11.9,4.66,10.706,6.076,7.24,4.63,3.391,157.822
"GH",2023-03-22,9.18970149253731,13.76,4.97,10.555,7.27,8.79,3.285,3.9125,161.7345
"GH",2023-03-23,8.29539568345324,10.32,4.17,9.61,5.122,6.15,4.488,2.366,164.1005
"GH",2023-03-24,7.83746153846154,10.17,4.14,8.82,5.62,6.03,3.2,2.22,166.3205
"GH",2023-03-25,8.61546153846154,15.96,4.01,10.567,5.249,11.95,5.318,2.908,169.2285
"GH",2023-03-26,9.51461538461538,17.39,4.09,15.382,6.92,13.3,8.462,6.151,175.3795
"GH",2023-03-27,9.66240601503759,14.62,4.56,13.91,7.57,10.06,6.34,5.74,181.1195
"GH",2023-03-28,9.15236111111111,12.34,7.29,11.282,8.47,5.05,2.81200000000001,4.876,185.9955
"GH",2023-03-29,10.6239007092199,18.65,8.02,17.06,8.09,10.63,8.97,7.575,193.5705
"GH",2023-03-30,9.79664335664336,13.71,8.57,12.57,8.62,5.14,3.95,5.595,199.1655
"GH",2023-03-31,8.65270833333333,9.39,7.49,9.11,8.25,1.9,0.859999999999999,3.68,202.8455
"GH",2023-04-01,8.8395,14.22,6.18,12.732,6.94,8.04,5.792,4.836,207.6815
"GH",2023-04-02,8.53398601398601,13.91,4.45,12.454,6.066,9.46,6.38800000000001,4.26,211.9415
"GH",2023-04-03,8.61885714285714,14.34,5.15,11.553,5.918,9.19,5.635,3.7355,215.677
"GH",2023-04-04,8.69364341085271,13.76,4.14,11.386,5.244,9.62,6.142,3.315,218.992
"GH",2023-04-05,8.25110294117647,10.03,4.06,9.435,5.49,5.97,3.945,2.4625,221.4545
"GH",2023-04-06,9.30222222222222,10.61,8.07,10.12,8.405,2.54,1.715,4.2625,225.717
"GH",2023-04-07,9.5631914893617,14.12,7.09,10.52,8.37,7.03,2.15,4.445,230.162
"GH",2023-04-08,9.1575,9.93,8.05,9.624,8.5,1.88,1.124,4.062,234.224
"GH",2023-04-09,9.35868055555556,10.76,7.92,10.17,8.505,2.84,1.665,4.3375,238.5615
"GH",2023-04-10,9.24034965034965,12.29,7.22,10.426,8.088,5.07,2.338,4.257,242.8185
"GH",2023-04-11,10.3943703703704,17.84,8.07,16.414,8.328,9.77,8.086,7.371,250.1895
"GH",2023-04-12,11.8653623188406,19.32,7.54,18.645,8.89,11.78,9.755,8.7675,258.957
"GH",2023-04-13,10.9362142857143,15.32,8.27,13.646,9.437,7.05,4.209,6.5415,265.4985
"GH",2023-04-14,11.3488721804511,18.6,7.39,17.376,7.876,11.21,9.5,7.626,273.1245
"GH",2023-04-15,10.4504895104895,14.7,8.64,12.36,9.17,6.06,3.19,5.765,278.8895
"GH",2023-04-16,10.1047183098592,14.94,7.37,13.351,8.263,7.57,5.088,5.807,284.6965
"GH",2023-04-17,8.4062676056338,11.49,5.39,9.83,5.743,6.1,4.087,2.7865,287.483
"GH",2023-04-18,8.08148936170213,10.1,5.08,9.21,6.1,5.02,3.11,2.655,290.138
"GH",2023-04-19,8.68859154929577,13.47,4.48,11.96,5.348,8.99,6.612,3.654,293.792
"GH",2023-04-20,7.83730769230769,9.26,4.27,9.258,5.952,4.99,3.306,2.605,296.397
"GH",2023-04-21,9.3236231884058,13.93,6.94,10.385,8.07,6.99,2.315,4.2275,300.6245
"GH",2023-04-22,9.68777777777778,12,8.19,10.22,9.19,3.81,1.03,4.705,305.3295
"GH",2023-04-23,9.84611111111111,12.75,9.14,10.631,9.36,3.61,1.271,4.9955,310.325
"GH",2023-04-24,10.8616666666667,18.13,8.89,13.49,9.313,9.24,4.177,6.4015,316.7265
"GH",2023-04-25,11.8172592592593,16.34,9.34,14.34,10.1,7,4.24,7.22,323.9465
"GH",2023-04-26,13.0563120567376,19.77,10.49,18.34,10.74,9.28,7.6,9.54,333.4865
"GH",2023-04-27,13.7535714285714,19.17,11.13,17.91,11.708,8.04,6.202,9.809,343.2955
"GH",2023-04-28,14.6107142857143,29.87,11.2,20.69,11.59,18.67,9.1,11.14,354.4355
"GH",2023-04-29,12.7722857142857,19.06,10.69,14.151,10.957,8.37,3.194,7.554,361.9895
"GH",2023-04-30,12.4918055555556,16.46,11.18,14.683,11.47,5.28,3.213,8.0765,370.066
"GH",2023-05-01,12.7826428571429,17.3,11.78,13.867,12.048,5.52,1.819,7.9575,378.0235
"GH",2023-05-02,13.8866666666667,19.32,10.64,16.99,11.08,8.68,5.91,9.035,387.0585
"GH",2023-05-03,12.9616058394161,14.86,10.22,14.53,10.408,4.64,4.122,7.469,394.5275
"GH",2023-05-04,12.1007913669065,13.74,9.66,13.24,9.924,4.08,3.316,6.582,401.1095
"GH",2023-05-05,11.4348571428571,12.44,8.82,12.27,9.105,3.62,3.165,5.6875,406.797
"GH",2023-05-06,12.0983802816901,14.22,8.37,13.69,10.094,5.85,3.596,6.892,413.689
"GH",2023-05-07,13.0544444444444,18.84,9.14,13.83,12.05,9.7,1.78,7.94,421.629
"GH",2023-05-08,14.1809230769231,20.89,11.95,16.375,12.17,8.94,4.205,9.2725,430.9015
"GH",2023-05-09,14.9053787878788,21.63,12.49,18.261,12.943,9.14,5.318,10.602,441.5035
"GH",2023-05-10,15.3928985507246,20.67,12.8,19.82,13.28,7.87,6.54,11.55,453.0535
"GH",2023-05-11,15.8454676258993,22.37,12.39,20.968,13.346,9.98,7.622,12.157,465.2105
"GH",2023-05-12,16.4156617647059,24.94,12.61,23.22,13.145,12.33,10.075,13.1825,478.393
"GH",2023-05-13,17.702803030303,29.24,13.04,27.548,13.79,16.2,13.758,15.669,494.062
"GH",2023-05-14,17.2633884297521,29.82,13.38,20.39,13.93,16.44,6.46,12.16,506.222
"GH",2023-05-15,15.943475177305,18.27,13.67,17.75,13.93,4.6,3.82,10.84,517.062
"GH",2023-05-16,15.6709285714286,19.86,12.65,18.327,12.77,7.21,5.557,10.5485,527.6105
"GH",2023-05-17,16.1805072463768,19.77,12.97,18.967,13.324,6.8,5.643,11.1455,538.756
"GH",2023-05-18,15.8334057971014,18.32,12.97,17.89,13.295,5.35,4.595,10.5925,549.3485
"GH",2023-05-19,16.0948251748252,19.2,12.46,18.15,13.14,6.74,5.01,10.645,559.9935
"GH",2023-05-20,15.5639007092199,17.39,12.51,16.96,12.82,4.88,4.14,9.89,569.8835
"GH",2023-05-21,15.2087943262411,17.39,11.59,16.82,12.63,5.8,4.19,9.725,579.6085
"GH",2023-05-22,14.5710218978102,18.44,10.98,15.828,11.892,7.46,3.936,8.86,588.4685
"GH",2023-05-23,14.6430597014925,18.77,12.36,15.939,12.949,6.41,2.99,9.444,597.9125
"GH",2023-05-24,15.0425,19.67,11.73,18.22,12.641,7.94,5.579,10.4305,608.343
"GH",2023-05-25,15.9017142857143,22.82,12.53,21.29,13.375,10.29,7.915,12.3325,620.6755
"GH",2023-05-26,15.6109219858156,19.56,13.28,18.1,14.03,6.28,4.07,11.065,631.7405
"GH",2023-05-27,15.1866666666667,18.01,13.81,17.051,14.079,4.2,2.972,10.565,642.3055
"GH",2023-05-28,14.790985915493,17.94,13.23,16.146,14.03,4.71,2.116,10.088,652.3935
"GH",2023-05-29,14.9363043478261,19.84,13.47,16.897,14,6.37,2.897,10.4485,662.842
"GH",2023-05-30,14.166,18.49,8.74,16.204,9.18,9.75,7.024,7.692,670.534
"GH",2023-05-31,14.0932089552239,19.17,8.19,16.938,9.091,10.98,7.847,8.0145,678.5485
"GH",2023-06-01,14.3750364963504,18.46,9.19,17.526,10.18,9.27,7.346,8.853,687.4015
"GH",2023-06-02,13.8502290076336,18.65,7.12,17.49,8.29,11.53,9.2,7.89,695.2915
"GH",2023-06-03,14.8790909090909,22.23,7.92,17.795,11.43,14.31,6.365,9.6125,704.904
"GH",2023-06-04,15.4029078014184,18.15,10.54,17.51,13.31,7.61,4.2,10.41,715.314
"GH",2023-06-05,15.8633082706767,22.54,10.08,19.116,13.4,12.46,5.716,11.258,726.572
"GH",2023-06-06,15.5636296296296,21.75,11.05,19.304,12.518,10.7,6.786,10.911,737.483
"GH",2023-06-07,14.7853731343284,21.1,10.76,18.41,12.185,10.34,6.225,10.2975,747.7805
"GH",2023-06-08,14.5087857142857,20.29,10.81,16.25,12.147,9.48,4.103,9.1985,756.979
"GH",2023-06-09,14.4986805555556,17.25,12.61,15.694,13.216,4.64,2.478,9.455,766.434
"GH",2023-06-10,15.1229577464789,20.6,12.82,18.483,13.505,7.78,4.978,10.994,777.428
"GH",2023-06-11,15.8480434782609,20.01,12.17,19.13,14.219,7.84,4.911,11.6745,789.1025
"GH",2023-06-12,16.7214925373134,21.03,12.85,20.635,13.38,8.18,7.255,12.0075,801.11
"GH",2023-06-13,15.8113235294118,18.65,12.92,17.475,13.31,5.73,4.165,10.3925,811.5025
"GH",2023-06-14,15.0960465116279,20.25,10.52,18.044,10.96,9.73,7.084,9.502,821.0045
"GH",2023-06-15,15.1389928057554,20.08,10.44,18.838,10.91,9.64,7.928,9.874,830.8785
"GH",2023-06-16,15.1848251748252,17.63,12.03,17.484,12.904,5.6,4.58,10.194,841.0725
"GH",2023-06-17,14.2657746478873,16.25,10.76,15.99,11.545,5.49,4.445,8.7675,849.84
"GH",2023-06-18,13.8911023622047,16.77,9.31,16.198,11.262,7.46,4.936,8.73,858.57
"GH",2023-06-19,14.764132231405,23.64,11.64,16.8,12.77,12,4.03,9.785,868.355
"GH",2023-06-20,14.4514685314685,17.46,12.12,16.34,12.69,5.34,3.65,9.515,877.87
"GH",2023-06-21,16.1792647058824,21.06,13.02,18.82,13.785,8.04,5.035,11.3025,889.1725
"GH",2023-06-22,17.2536879432624,20.84,14.82,19.72,15.1,6.02,4.62,12.41,901.5825
"GH",2023-06-23,15.8835,18.06,12.56,16.963,14.404,5.5,2.559,10.6835,912.266
"GH",2023-06-24,16.2995714285714,20.89,13.71,18.388,14.337,7.18,4.05100000000001,11.3625,923.6285
"GH",2023-06-25,16.5670422535211,20.15,14.6,18.625,15.379,5.55,3.246,12.002,935.6305
"GH",2023-06-26,16.487323943662,21.22,13.81,18.611,14.762,7.41,3.849,11.6865,947.317
"GH",2023-06-27,16.3535971223022,21.63,12.49,19.18,13.14,9.14,6.04,11.16,958.477
"GH",2023-06-28,16.2891044776119,22.75,12.77,19.06,13.09,9.98,5.97,11.075,969.552
"GH",2023-06-29,16.7991366906475,22.66,12.46,22.01,12.604,10.2,9.406,12.307,981.859
"GH",2023-06-30,17.0416428571429,22.85,13.11,21.113,13.35,9.74,7.763,12.2315,994.0905
"GH",2023-07-01,17.1342962962963,22.73,11.03,20.606,12.024,11.7,8.582,11.315,1005.4055
"GH",2023-07-02,16.9739007092199,20.84,11.81,20.13,13.71,9.03,6.42,11.92,1017.3255
"GH",2023-07-03,16.0701470588235,20.2,11.64,19.545,13.4,8.56,6.145,11.4725,1028.798
"GH",2023-07-04,16.8504379562044,22.7,11.69,20.636,12.888,11.01,7.748,11.762,1040.56
"GH",2023-07-05,16.7003703703704,22.42,11.9,20.256,13.65,10.52,6.60600000000001,11.953,1052.513
"GH",2023-07-06,15.6085611510791,18.7,12.61,17.624,13.62,6.09,4.004,10.622,1063.135
"GH",2023-07-07,15.0580714285714,19.25,12.1,16.922,13.278,7.15,3.644,10.1,1073.235
"GH",2023-07-08,15.2581428571429,19.1,11.37,16.94,13.518,7.73,3.422,10.229,1083.464
"GH",2023-07-09,15.6854347826087,21.37,10.59,17.751,13.985,10.78,3.766,10.868,1094.332
"GH",2023-07-10,16.6877142857143,23.16,13.14,19.935,13.348,10.02,6.587,11.6415,1105.9735
"GH",2023-07-11,17.2736956521739,21.89,13.95,19.871,14.234,7.94,5.637,12.0525,1118.026
"GH",2023-07-12,17.367304964539,21.41,13.09,20.06,13.38,8.32,6.68,11.72,1129.746
"GH",2023-07-13,17.6937142857143,23.86,10.83,22.737,12.03,13.03,10.707,12.3835,1142.1295
"GH",2023-07-14,18.7942857142857,24.41,13.18,23.109,14.833,11.23,8.276,13.971,1156.1005
"GH",2023-07-15,18.0804964539007,21.77,12.15,20.84,13.28,9.62,7.56,12.06,1168.1605
"GH",2023-07-16,17.2987142857143,19.86,14.31,19.7,14.645,5.55,5.055,12.1725,1180.333
"GH",2023-07-17,17.3459154929577,20.22,13.4,19.79,15.03,6.82,4.76,12.41,1192.743
"GH",2023-07-18,18.0011428571429,21.22,14.05,20.134,15.738,7.17,4.396,12.936,1205.679
"GH",2023-07-19,17.6570714285714,21.34,14.67,19.295,15.528,6.67,3.767,12.4115,1218.0905
"GH",2023-07-20,17.5448226950355,21.34,14.15,19.13,15.2,7.19,3.93,12.165,1230.2555
"GH",2023-07-21,16.9302097902098,19.86,13.83,18.712,14.74,6.03,3.972,11.726,1241.9815
"GH",2023-07-22,17.5257638888889,22.73,14.43,20.43,15.13,8.3,5.3,12.78,1254.7615
"GH",2023-07-23,17.8594285714286,23.33,14.36,20.949,15.523,8.97,5.426,13.236,1267.9975
"GH",2023-07-24,16.8024647887324,19.37,13.93,18.363,14.755,5.44,3.608,11.559,1279.5565
"GH",2023-07-25,17.139347826087,24.63,13.35,19.56,15.685,11.28,3.875,12.6225,1292.179
"GH",2023-07-26,18.382695035461,24.34,14.1,22.32,14.84,10.24,7.48,13.58,1305.759
"GH",2023-07-27,17.9388028169014,21.29,14.6,20.005,14.795,6.69,5.21,12.4,1318.159
"GH",2023-07-28,17.9921276595745,22.27,14.55,20.98,15.01,7.72,5.97,12.995,1331.154
"GH",2023-07-29,17.5623357664234,22.37,12.46,21.708,13.494,9.91,8.214,12.601,1343.755
"GH",2023-07-30,17.2097037037037,21.8,11.61,20.642,13.084,10.19,7.558,11.863,1355.618
"GH",2023-07-31,18.0924285714286,21.91,12.56,21.202,14.528,9.35,6.674,12.865,1368.483
"GH",2023-08-01,17.8032330827068,20.94,14.34,20.624,15.194,6.6,5.43,12.909,1381.392
"GH",2023-08-02,17.1929496402878,21.96,14.05,19.404,14.786,7.91,4.618,12.095,1393.487
"GH",2023-08-03,17.0384172661871,19.56,14.39,19.1,14.976,5.17,4.124,12.038,1405.525
"GH",2023-08-04,17.6217142857143,21.82,14.62,19.967,15.197,7.2,4.77,12.582,1418.107
"GH",2023-08-05,17.0569444444444,19.6,14.36,18.834,15.735,5.24,3.099,12.2845,1430.3915
"GH",2023-08-06,17.0718705035971,23.26,14.77,18.52,15.266,8.49,3.254,11.893,1442.2845
"GH",2023-08-07,17.7101428571429,22.56,15.03,20.363,15.627,7.53,4.736,12.995,1455.2795
"GH",2023-08-08,18.4976811594203,25.33,14.86,21.285,16.03,10.47,5.255,13.6575,1468.937
"GH",2023-08-09,18.3888888888889,21.2,16.25,20.214,16.426,4.95,3.788,13.32,1482.257
"GH",2023-08-10,18.7625174825175,22.51,15.77,21.298,16.16,6.74,5.138,13.729,1495.986
"GH",2023-08-11,19.0962411347518,23.09,13.45,22.18,14.34,9.64,7.84,13.26,1509.246
"GH",2023-08-12,20.148041958042,25.23,15.94,23.812,16.744,9.29,7.068,15.278,1524.524
"GH",2023-08-13,20.621654676259,24.97,15.87,24.114,17.252,9.1,6.86200000000001,15.683,1540.207
"GH",2023-08-14,21.0206060606061,26.4,16.37,24.186,17.913,10.03,6.273,16.0495,1556.2565
"GH",2023-08-15,20.1941304347826,23.69,15.7,23.315,17.241,7.99,6.074,15.278,1571.5345
"GH",2023-08-16,19.205,22.8,14.48,22.285,16.475,8.32,5.81,14.38,1585.9145
"GH",2023-08-17,18.4404347826087,21.22,14.94,20.262,16.305,6.28,3.957,13.2835,1599.198
"GH",2023-08-18,17.0917910447761,20.41,13.28,19.179,13.746,7.13,5.433,11.4625,1610.6605
"GH",2023-08-19,16.8506870229008,20.15,12.99,19.03,14.07,7.16,4.96,11.55,1622.2105
"GH",2023-08-20,16.8240601503759,21.17,12.1,18.886,13.534,9.07,5.352,11.21,1633.4205
"GH",2023-08-21,16.2886956521739,20.53,11.44,17.94,13.701,9.09,4.239,10.8205,1644.241
"GH",2023-08-22,16.0467153284672,19.89,11.98,17.96,13.398,7.91,4.562,10.679,1654.92
"GH",2023-08-23,16.1399285714286,19.25,13.09,18.16,14.208,6.16,3.952,11.184,1666.104
"GH",2023-08-24,16.4895035460993,19.48,12.46,18.44,12.9,7.02,5.54,10.67,1676.774
"GH",2023-08-25,17.0486013986014,19.84,14.48,19.234,14.77,5.36,4.464,12.002,1688.776
"GH",2023-08-26,17.4275886524823,20.77,15.2,19.67,15.44,5.57,4.23,12.555,1701.331
"GH",2023-08-27,17.2281428571429,19.6,14.41,19.082,15.72,5.19,3.362,12.401,1713.732
"GH",2023-08-28,17.0384615384615,19.37,15.2,18.916,15.584,4.17,3.332,12.25,1725.982
"GH",2023-08-29,17.3204861111111,21.37,15.22,19.848,15.46,6.15,4.388,12.654,1738.636
"GH",2023-08-30,20.4651798561151,29.34,14.84,26.494,15.586,14.5,10.908,16.04,1754.676
"GH",2023-08-31,18.8518055555556,22.06,15.44,21.22,15.785,6.62,5.435,13.5025,1768.1785
"GH",2023-09-01,18.4853225806452,29.74,14.67,19.699,15.045,15.07,4.654,12.372,1780.5505
"GH",2023-09-02,17.9970731707317,27.65,15.41,24.68,16.226,12.24,8.454,15.453,1796.0035
"GH",2023-09-03,16.5786956521739,21.99,13.21,18.425,13.76,8.78,4.665,11.0925,1807.096
"GH",2023-09-04,16.5189763779528,27.85,11.9,18.764,13.67,15.95,5.094,11.217,1818.313
"GH",2023-09-05,16.4422388059701,22.25,10.93,20.112,11.597,11.32,8.515,10.8545,1829.1675
"GH",2023-09-06,16.3475,22.51,12.17,18.76,12.825,10.34,5.935,10.7925,1839.96
"GH",2023-09-07,17.0088235294118,23.14,13.59,20.28,13.725,9.55,6.555,12.0025,1851.9625
"GH",2023-09-08,17.8889361702128,26.04,12.24,24.15,13.21,13.8,10.94,13.68,1865.6425
"GH",2023-09-09,17.4564705882353,24.87,10.66,23.41,11.525,14.21,11.885,12.4675,1878.11
"GH",2023-09-10,16.7463043478261,22.13,11.1,20.355,11.935,11.03,8.42,11.145,1889.255
"GH",2023-09-11,17.5441428571429,21.89,15.41,19.51,15.58,6.48,3.93,12.545,1901.8
"GH",2023-09-12,16.6214893617021,19.17,14.19,17.89,14.48,4.98,3.41,11.185,1912.985
"GH",2023-09-13,17.1874452554745,20.48,14.27,19.178,14.712,6.21,4.466,11.945,1924.93
"GH",2023-09-14,18.2438167938931,25.23,12.73,23.06,14.27,12.5,8.79,13.665,1938.595
"GH",2023-09-15,17.68336,26.87,13.38,20.836,13.988,13.49,6.84800000000001,12.412,1951.007
"GH",2023-09-16,16.2432608695652,22.13,12.07,18.326,12.284,10.06,6.042,10.305,1961.312
"GH",2023-09-17,15.8794444444444,24.03,13.83,17.58,14.07,10.2,3.51,10.825,1972.137
"GH",2023-09-18,15.7592424242424,21.06,10.59,20.08,11.492,10.47,8.588,10.786,1982.923
"GH",2023-09-19,14.8658139534884,21.2,10.52,18.47,12.046,10.68,6.424,10.258,1993.181
"GH",2023-09-20,14.570234375,21.53,10.08,16.8,11.639,11.45,5.161,9.2195,2002.4005
"GH",2023-09-21,14.7045238095238,24.15,9.31,20.41,9.685,14.84,10.725,10.0475,2012.448
"GH",2023-09-22,14.33859375,23.52,8.54,19.343,9.468,14.98,9.875,9.4055,2021.8535
"GH",2023-09-23,14.6942657342657,17.53,12.49,16.562,13.47,5.04,3.092,10.016,2031.8695
"GH",2023-09-24,13.6293706293706,15.22,10.66,14.934,11.59,4.56,3.344,8.262,2040.1315
"GH",2023-09-25,14.2937062937063,15.27,13.69,14.976,13.86,1.58,1.116,9.418,2049.5495
"GH",2023-09-26,13.9126573426573,15.68,12.22,14.606,12.46,3.46,2.146,8.533,2058.0825
"GH",2023-09-27,14.1582517482517,17.22,12.27,15.466,12.706,4.95,2.76,9.086,2067.1685
"GH",2023-09-28,13.9876691729323,15.49,11.37,14.91,12.126,4.12,2.784,8.518,2075.6865
"GH",2023-09-29,13.0623846153846,15.51,8.44,14.944,9.675,7.07,5.269,7.3095,2082.996
"GH",2023-09-30,12.9416428571429,15.56,8.09,14.91,9.387,7.47,5.523,7.1485,2090.1445
"GH",2023-10-01,13.8245864661654,18.68,9.48,16.246,11.154,9.2,5.092,8.7,2098.8445
"GH",2023-10-02,14.0740845070423,14.84,10.96,14.67,13.577,3.88,1.093,9.1235,2107.968
"GH",2023-10-03,15.055037037037,22.7,13.06,18.084,13.296,9.64,4.788,10.69,2118.658
"GH",2023-10-04,15.0366165413534,20.51,11.47,18.402,12.58,9.04,5.822,10.491,2129.149
"GH",2023-10-05,15.9283823529412,22.11,12.68,20.735,13.35,9.43,7.385,12.0425,2141.1915
"GH",2023-10-06,16.5376086956522,24,13.43,22.063,13.971,10.57,8.092,13.017,2154.2085
"GH",2023-10-07,16.3559285714286,22.27,12.51,20.702,13.928,9.76,6.774,12.315,2166.5235
"GH",2023-10-08,15.666338028169,19.6,13.79,18.971,13.93,5.81,5.041,11.4505,2177.974
"GH",2023-10-09,15.47,17.77,14.19,17.01,14.77,3.58,2.24,10.89,2188.864
"GH",2023-10-10,14.3373943661972,16.18,11.13,15.695,11.273,5.05,4.422,8.484,2197.348
"GH",2023-10-11,14.4080985915493,16.99,12.19,15.458,12.7,4.8,2.758,9.079,2206.427
"GH",2023-10-12,14.344014084507,17.06,12.03,15.528,12.17,5.03,3.358,8.849,2215.276
"GH",2023-10-13,13.7848905109489,16.18,11.59,15.03,11.96,4.59,3.07,8.495,2223.771
"GH",2023-10-14,13.8876923076923,14.6,12.53,14.58,12.656,2.07,1.924,8.618,2232.389
