"site","date","daily_mean_temp","daily_max_temp","daily_min_temp","daily_90th","daily_10th","daily_range_temp","daily_corrected_range_temp","gdd","cumulative_gdd"
"WB",2023-06-19,16.3977777777778,17.33,15.4,17.134,15.575,1.93,1.559,11.3545,861.3145
"WB",2023-06-20,16.3268055555556,17.07,15.44,16.847,15.779,1.63,1.068,11.313,872.6275
"WB",2023-06-21,16.6232638888889,18.41,15.64,17.42,15.883,2.77,1.537,11.6515,884.279
"WB",2023-06-22,16.8257638888889,17.81,16.02,17.347,16.303,1.79,1.044,11.825,896.104
"WB",2023-06-23,16.8521527777778,17.42,16.06,17.17,16.29,1.36,0.880000000000003,11.73,907.834
"WB",2023-06-24,17.1961805555556,18.36,16.75,17.797,16.8,1.61,0.997,12.2985,920.1325
"WB",2023-06-25,17.2609027777778,17.89,16.79,17.58,17.03,1.1,0.549999999999997,12.305,932.4375
"WB",2023-06-26,17.4199305555556,18.06,17.08,17.747,17.2,0.98,0.547000000000001,12.4735,944.911
"WB",2023-06-27,17.6276388888889,18.43,17.13,18.09,17.283,1.3,0.806999999999999,12.6865,957.5975
"WB",2023-06-28,17.8438194444444,18.81,17.14,18.334,17.369,1.67,0.965,12.8515,970.449
"WB",2023-06-29,18.1522222222222,19.48,17.44,18.854,17.56,2.04,1.294,13.207,983.656
"WB",2023-06-30,18.294375,19.19,16.83,19.031,17.743,2.36,1.288,13.387,997.043
"WB",2023-07-01,18.1982638888889,19.34,16.28,19.134,17.318,3.06,1.816,13.226,1010.269
"WB",2023-07-02,18.1815,19.46,13.97,19.091,17.539,5.49,1.552,13.315,1023.584
"WB",2023-07-03,18.3262676056338,19.96,14.26,19.334,17.55,5.7,1.784,13.442,1037.026
"WB",2023-07-04,18.6713475177305,20.87,17.11,19.85,17.52,3.76,2.33,13.685,1050.711
"WB",2023-07-05,18.8181617647059,23.82,16.94,19.74,17.625,6.88,2.115,13.6825,1064.3935
"WB",2023-07-06,18.5470629370629,19.77,17.2,19.4,17.702,2.57,1.698,13.551,1077.9445
"WB",2023-07-07,18.2755555555556,19.28,17.13,19.084,17.343,2.15,1.741,13.2135,1091.158
"WB",2023-07-08,18.1340972222222,19.53,17,19.087,17.173,2.53,1.914,13.13,1104.288
"WB",2023-07-09,18.1529861111111,19.37,17.02,18.956,17.39,2.35,1.566,13.173,1117.461
"WB",2023-07-10,18.399375,19.75,17.34,19.161,17.656,2.41,1.505,13.4085,1130.8695
"WB",2023-07-11,18.6117361111111,19.59,17.83,19.271,17.973,1.76,1.298,13.622,1144.4915
"WB",2023-07-12,18.8943055555556,20.06,18.22,19.597,18.286,1.84,1.311,13.9415,1158.433
"WB",2023-07-13,19.225625,20.42,17.93,20.03,18.563,2.49,1.467,14.2965,1172.7295
"WB",2023-07-14,19.4472222222222,20.59,17.97,20.357,18.67,2.62,1.687,14.5135,1187.243
"WB",2023-07-15,19.5847222222222,20.64,17.74,20.326,18.818,2.9,1.508,14.572,1201.815
"WB",2023-07-16,19.72625,20.8,18.43,20.377,19.019,2.37,1.358,14.698,1216.513
"WB",2023-07-17,20.1064583333333,21.21,19.02,20.791,19.283,2.19,1.508,15.037,1231.55
"WB",2023-07-18,20.0206944444444,20.85,18.56,20.614,19.34,2.29,1.274,14.977,1246.527
"WB",2023-07-19,19.8350694444444,20.55,18.17,20.357,18.717,2.38,1.64,14.537,1261.064
"WB",2023-07-20,20.0470833333333,20.73,19.41,20.504,19.51,1.32,0.994,15.007,1276.071
"WB",2023-07-21,20.1076388888889,20.75,19.36,20.547,19.6,1.39,0.946999999999999,15.0735,1291.1445
"WB",2023-07-22,20.2764583333333,20.88,19.47,20.747,19.87,1.41,0.876999999999999,15.3085,1306.453
"WB",2023-07-23,20.4336805555556,21.21,19.56,20.974,19.953,1.65,1.021,15.4635,1321.9165
"WB",2023-07-24,20.2689583333333,21.02,19.43,20.817,19.733,1.59,1.084,15.275,1337.1915
"WB",2023-07-25,20.1434027777778,21.12,19.45,20.747,19.606,1.67,1.141,15.1765,1352.368
"WB",2023-07-26,20.2088194444444,20.85,19.56,20.647,19.76,1.29,0.886999999999997,15.2035,1367.5715
"WB",2023-07-27,20.1084722222222,20.86,19.46,20.62,19.623,1.4,0.997,15.1215,1382.693
"WB",2023-07-28,20.1640277777778,21.07,19.51,20.824,19.606,1.56,1.218,15.215,1397.908
"WB",2023-07-29,20.1526388888889,21.15,18.86,20.838,19.583,2.29,1.255,15.2105,1413.1185
"WB",2023-07-30,20.3061111111111,21.43,18.7,21.064,19.673,2.73,1.391,15.3685,1428.487
"WB",2023-07-31,20.474609929078,21.48,18.68,21.3,19.81,2.8,1.49,15.555,1444.042
"WB",2023-08-01,20.5691549295775,21.72,17.65,21.47,19.773,4.07,1.697,15.6215,1459.6635
"WB",2023-08-02,20.6328169014085,22.03,18.62,21.588,19.755,3.41,1.833,15.6715,1475.335
"WB",2023-08-03,20.7464084507042,21.96,18.8,21.599,19.864,3.16,1.73500000000001,15.7315,1491.0665
"WB",2023-08-04,20.8684057971014,25.6,19.69,21.763,19.981,5.91,1.782,15.872,1506.9385
"WB",2023-08-05,20.4990277777778,21.61,19.54,21.247,19.803,2.07,1.444,15.525,1522.4635
"WB",2023-08-06,20.4433333333333,21.15,19.43,20.937,19.856,1.72,1.081,15.3965,1537.86
"WB",2023-08-07,20.6073611111111,21.52,19.58,21.1,20.046,1.94,1.054,15.573,1553.433
"WB",2023-08-08,20.8550694444444,21.71,19.98,21.307,20.183,1.73,1.124,15.745,1569.178
"WB",2023-08-09,20.8483333333333,21.33,20.04,21.2,20.3,1.29,0.899999999999999,15.75,1584.928
"WB",2023-08-10,20.941875,21.81,20.35,21.47,20.473,1.46,0.997,15.9715,1600.8995
"WB",2023-08-11,21.0959722222222,22,20.09,21.697,20.623,1.91,1.074,16.16,1617.0595
"WB",2023-08-12,21.2773611111111,22.16,19.98,21.887,20.716,2.18,1.171,16.3015,1633.361
"WB",2023-08-13,21.370625,22.54,19.63,22.32,20.538,2.91,1.782,16.429,1649.79
"WB",2023-08-14,21.7847222222222,22.91,20.64,22.66,21.04,2.27,1.62,16.85,1666.64
"WB",2023-08-15,21.9748611111111,23.24,20.36,22.75,21.12,2.88,1.63,16.935,1683.575
"WB",2023-08-16,22.2794444444444,23.49,21.12,23.147,21.31,2.37,1.837,17.2285,1700.8035
"WB",2023-08-17,22.1904861111111,23.17,21.3,22.81,21.432,1.87,1.378,17.121,1717.9245
"WB",2023-08-18,21.6447222222222,22.59,20.75,22.31,20.87,1.84,1.44,16.59,1734.5145
"WB",2023-08-19,20.9336805555556,21.89,19.25,21.674,20.1,2.64,1.574,15.887,1750.4015
"WB",2023-08-20,20.5877083333333,21.42,19.47,21.134,19.98,1.95,1.154,15.557,1765.9585
"WB",2023-08-21,20.2417361111111,20.93,19.02,20.778,19.539,1.91,1.239,15.1585,1781.117
"WB",2023-08-22,20.0408333333333,20.6,19.21,20.454,19.49,1.39,0.964000000000002,14.972,1796.089
"WB",2023-08-23,19.7083333333333,20.16,18.76,20.04,19.105,1.4,0.934999999999999,14.5725,1810.6615
"WB",2023-08-24,19.6665972222222,20.4,19.02,20.087,19.106,1.38,0.980999999999998,14.5965,1825.258
"WB",2023-08-25,19.8610416666667,20.41,19.07,20.284,19.303,1.34,0.980999999999998,14.7935,1840.0515
"WB",2023-08-26,19.914375,20.52,19.34,20.331,19.453,1.18,0.878,14.892,1854.9435
"WB",2023-08-27,19.8695138888889,20.47,18.93,20.26,19.338,1.54,0.922000000000001,14.799,1869.7425
"WB",2023-08-28,19.705,20.24,19.07,20.146,19.231,1.17,0.915000000000003,14.6885,1884.431
"WB",2023-09-01,19.9095604395604,21.03,18.38,20.73,19.39,2.65,1.34,15.06,1899.491
"WB",2023-09-02,19.8943356643357,21.29,19.02,20.77,19.25,2.27,1.52,15.01,1914.501
"WB",2023-09-03,19.7327272727273,20.61,18.97,20.15,19.188,1.64,0.962,14.669,1929.17
"WB",2023-09-04,19.5074125874126,20.16,18.75,19.94,19.002,1.41,0.938000000000002,14.471,1943.641
"WB",2023-09-05,19.3793006993007,19.85,18.64,19.7,19.002,1.21,0.698,14.351,1957.992
"WB",2023-09-06,19.3218881118881,19.84,18.85,19.596,19.05,0.989999999999998,0.545999999999999,14.323,1972.315
"WB",2023-09-07,19.2470629370629,19.69,18.78,19.506,19.062,0.91,0.444000000000003,14.284,1986.599
"WB",2023-09-08,19.3571328671329,20.05,18.94,19.75,19.12,1.11,0.629999999999999,14.435,2001.034
"WB",2023-09-09,19.3074125874126,20.15,18.07,19.888,18.82,2.08,1.068,14.354,2015.388
"WB",2023-09-10,19.3802097902098,20.16,18.26,19.95,18.902,1.9,1.048,14.426,2029.814
"WB",2023-09-11,19.5861538461538,20.45,19.04,20.066,19.2,1.41,0.866000000000003,14.633,2044.447
"WB",2023-09-12,19.2899300699301,19.64,18.33,19.52,18.994,1.31,0.526,14.257,2058.704
"WB",2023-09-13,19.2572727272727,20.28,17.89,20.11,18.29,2.39,1.82,14.2,2072.904
"WB",2023-09-14,19.3344055944056,20.57,17.21,20.156,18.444,3.36,1.712,14.3,2087.204
"WB",2023-09-15,19.4867832167832,20.56,17.75,20.218,18.802,2.81,1.416,14.51,2101.714
"WB",2023-09-16,19.3095104895105,20.36,17.81,19.85,18.442,2.55,1.408,14.146,2115.86
"WB",2023-09-17,19.1532167832168,19.88,17.68,19.77,18.304,2.2,1.466,14.037,2129.897
"WB",2023-09-18,18.8946153846154,19.7,18.07,19.368,18.412,1.63,0.956000000000003,13.89,2143.787
"WB",2023-09-19,18.4755244755245,19.2,17.36,18.85,18.012,1.84,0.838000000000001,13.431,2157.218
"WB",2023-09-20,18.3444055944056,18.96,17.53,18.716,17.97,1.43,0.746000000000002,13.343,2170.561
"WB",2023-09-21,18.2540559440559,18.79,17.5,18.588,17.874,1.29,0.713999999999999,13.231,2183.792
"WB",2023-09-22,18.2496503496503,18.7,17.69,18.548,17.91,1.01,0.638000000000002,13.229,2197.021
"WB",2023-09-23,18.0011188811189,18.47,17.34,18.33,17.45,1.13,0.879999999999999,12.89,2209.911
"WB",2023-09-24,17.4195804195804,17.94,16.86,17.75,17.062,1.08,0.688000000000002,12.406,2222.317
"WB",2023-09-25,16.6171328671329,17.13,15.87,17.018,16.08,1.26,0.938000000000002,11.549,2233.866
"WB",2023-09-26,16.0241958041958,16.42,15.29,16.35,15.532,1.13,0.818000000000001,10.941,2244.807
"WB",2023-09-27,15.8232167832168,16.6,15.42,16.24,15.494,1.18,0.745999999999999,10.867,2255.674
"WB",2023-09-28,15.7125874125874,16.29,15.18,16.082,15.46,1.11,0.622,10.771,2266.445
"WB",2023-09-29,15.3248251748252,16.37,13.05,15.786,14.6,3.32,1.186,10.193,2276.638
"WB",2023-09-30,15.1590909090909,16.29,13.65,15.668,14.11,2.64,1.558,9.889,2286.527
"WB",2023-10-01,15.306013986014,16.21,14.09,15.81,14.646,2.12,1.164,10.228,2296.755
"WB",2023-10-02,15.3988811188811,15.85,15.06,15.7,15.21,0.789999999999999,0.489999999999998,10.455,2307.21
"WB",2023-10-03,15.4606293706294,16.24,15.21,15.82,15.23,1.03,0.59,10.525,2317.735
"WB",2023-10-04,15.6673426573427,16.17,15.44,15.798,15.49,0.730000000000002,0.308,10.644,2328.379
"WB",2023-10-05,15.9455944055944,16.56,15.39,16.226,15.69,1.17,0.536,10.958,2339.337
"WB",2023-10-06,16.3838461538462,16.9,15.91,16.7,16.07,0.989999999999998,0.629999999999999,11.385,2350.722
"WB",2023-10-07,16.6753146853147,17.08,16.35,16.95,16.454,0.729999999999997,0.495999999999999,11.702,2362.424
"WB",2023-10-08,16.757972027972,17.29,16.47,17.12,16.5,0.82,0.620000000000001,11.81,2374.234
"WB",2023-10-09,16.4225174825175,16.75,15.81,16.61,16.156,0.94,0.454000000000001,11.383,2385.617
"WB",2023-10-10,15.9767132867133,16.31,14.83,16.26,15.582,1.48,0.678000000000003,10.921,2396.538
"WB",2023-10-11,15.8834265734266,16.42,15.63,16.222,15.692,0.790000000000001,0.530000000000001,10.957,2407.495
"WB",2023-10-12,16.0829370629371,17.08,15.55,16.786,15.74,1.53,1.046,11.263,2418.758
"WB",2023-10-13,15.6152447552448,16.07,14.64,15.88,15.306,1.43,0.574,10.593,2429.351
"WB",2023-10-14,15.3946853146853,15.61,14.98,15.5,15.16,0.629999999999999,0.34,10.33,2439.681
"WB",2023-10-15,15.2953146853147,15.48,14.69,15.46,15.02,0.790000000000001,0.440000000000001,10.24,2449.921
"WB",2023-10-16,15.3137762237762,15.53,15.11,15.48,15.18,0.42,0.300000000000001,10.33,2460.251
"WB",2023-10-17,15.1253571428571,15.32,14.69,15.25,14.891,0.630000000000001,0.359,10.0705,2470.3215
"WB",2023-10-18,15.1270629370629,15.58,14.67,15.436,14.836,0.91,0.6,10.136,2480.4575
"WB",2023-10-19,15.3605594405594,15.82,15.14,15.658,15.18,0.68,0.478000000000002,10.419,2490.8765
"WB",2023-10-20,15.5046853146853,15.97,14.99,15.63,15.342,0.98,0.288,10.486,2501.3625
"WB",2023-10-21,15.4665734265734,15.61,14.69,15.55,15.42,0.92,0.130000000000001,10.485,2511.8475
"WB",2023-10-22,15.5602898550725,15.98,15.42,15.713,15.44,0.56,0.273000000000001,10.5765,2522.424
"WB",2023-10-23,15.3081118881119,15.53,14.82,15.48,15.13,0.709999999999999,0.35,10.305,2532.729
"WB",2023-10-24,14.6265034965035,15.12,13.73,14.98,14.204,1.39,0.776000000000002,9.592,2542.321
"WB",2023-10-25,14.1287412587413,14.56,12.39,14.476,13.828,2.17,0.648000000000001,9.152,2551.473
"WB",2023-10-26,13.5373426573427,14.09,11.84,13.908,12.832,2.25,1.076,8.37,2559.843
"WB",2023-10-27,12.7722535211268,13.6,10.3,13.458,11.415,3.3,2.043,7.4365,2567.2795
"WB",2023-10-28,12.192962962963,13.08,9.75,12.91,11.052,3.33,1.858,6.981,2574.2605
"WB",2023-10-29,11.7291304347826,12.44,7.83,12.363,10.633,4.61,1.73,6.498,2580.7585
"WB",2023-10-30,11.5774647887324,12.07,9.51,11.999,10.565,2.56,1.434,6.282,2587.0405
"WB",2023-10-31,11.4339160839161,11.76,10.34,11.71,10.976,1.42,0.734,6.343,2593.3835
"WB",2023-11-01,11.4243795620438,11.56,11.05,11.55,11.31,0.51,0.24,6.43,2599.8135
"WB",2023-11-02,11.7114685314685,11.97,11.39,11.92,11.46,0.58,0.459999999999999,6.69,2606.5035
"WB",2023-11-03,12.042027972028,12.86,11.77,12.34,11.81,1.09,0.529999999999999,7.075,2613.5785
"WB",2023-11-04,12.4842657342657,12.87,12.24,12.71,12.31,0.629999999999999,0.4,7.51,2621.0885
"WB",2023-11-05,12.621,12.72,12.47,12.682,12.56,0.25,0.122,7.621,2628.7095
"WB",2023-11-06,12.50625,12.62,12.41,12.57,12.44,0.209999999999999,0.130000000000001,7.505,2636.2145
"WB",2023-11-07,12.4905594405594,12.78,12.29,12.65,12.4,0.49,0.25,7.525,2643.7395
"WB",2023-11-08,12.1882517482517,12.4,11.71,12.34,11.992,0.69,0.347999999999999,7.166,2650.9055
"WB",2023-11-09,11.8137762237762,12.29,11.39,12.03,11.52,0.899999999999999,0.51,6.775,2657.6805
"WB",2023-11-10,11.4988111888112,11.82,11.19,11.68,11.27,0.630000000000001,0.41,6.475,2664.1555
"WB",2023-11-11,11.6187412587413,11.81,11.39,11.78,11.46,0.42,0.319999999999999,6.62,2670.7755
"WB",2023-11-12,11.3527272727273,11.63,10.69,11.578,11.142,0.940000000000001,0.436000000000002,6.36,2677.1355
"WB",2023-11-13,11.3038461538462,11.61,10.37,11.49,11.164,1.24,0.326000000000001,6.327,2683.4625
"WB",2023-11-14,10.774965034965,11.31,9.31,11.238,10.132,2,1.106,5.685,2689.1475
"WB",2023-11-15,10.6136363636364,11.04,9.14,10.94,10.126,1.9,0.814,5.533,2694.6805
"WB",2023-11-16,10.233986013986,10.72,9.22,10.66,9.672,1.5,0.988,5.166,2699.8465
"WB",2023-11-17,10.2211888111888,10.68,9.29,10.566,9.9,1.39,0.666,5.233,2705.0795
"WB",2023-11-18,10.1639160839161,10.6,9.77,10.504,9.88,0.83,0.623999999999999,5.192,2710.2715
"WB",2023-11-19,10.2206293706294,10.47,9.94,10.428,10.01,0.530000000000001,0.418000000000001,5.219,2715.4905
"WB",2023-11-20,9.89377622377622,10.21,9.29,10.09,9.68,0.920000000000002,0.41,4.885,2720.3755
"WB",2023-11-21,9.70062937062937,10.11,8.63,10.05,8.99,1.48,1.06,4.52,2724.8955
"WB",2023-11-22,10.1082517482517,10.98,9.73,10.35,9.892,1.25,0.457999999999998,5.121,2730.0165
"WB",2023-11-23,9.71552447552448,10.13,8.64,10,9.384,1.49,0.616,4.692,2734.7085
"WB",2023-11-24,9.42034965034965,9.85,8.2,9.75,8.966,1.65,0.783999999999999,4.358,2739.0665
"WB",2023-11-25,8.99671328671329,9.67,7.07,9.57,8.26,2.6,1.31,3.915,2742.9815
"WB",2023-11-26,8.86902097902098,9.48,7.69,9.35,8.216,1.79,1.134,3.783,2746.7645
"WB",2023-11-27,8.66657342657343,9.25,6.99,9.16,8.028,2.26,1.132,3.594,2750.3585
"WB",2023-11-28,8.40412587412587,9.06,6.76,8.926,7.624,2.3,1.302,3.275,2753.6335
"WB",2023-11-29,8.23027972027972,8.77,7.32,8.65,7.73,1.45,0.92,3.19,2756.8235
"WB",2023-11-30,8.00013986013986,8.51,7.37,8.43,7.466,1.14,0.964,2.948,2759.7715
"WB",2023-12-01,8.08454545454545,8.4,7.48,8.35,7.744,0.92,0.605999999999999,3.047,2762.8185
"WB",2023-12-02,8.28503496503497,8.52,7.86,8.478,8.054,0.659999999999999,0.423999999999998,3.266,2766.0845
"WB",2023-12-03,8.35601398601399,8.61,8.09,8.53,8.17,0.52,0.359999999999999,3.35,2769.4345
"WB",2023-12-04,8.83181818181818,9.98,8.38,9.16,8.44,1.6,0.720000000000001,3.8,2773.2345
"WB",2023-12-05,9.65895104895105,10,9.37,9.816,9.51,0.630000000000001,0.306000000000001,4.663,2777.8975
"WB",2023-12-06,9.79964285714286,9.95,9.69,9.88,9.74,0.26,0.140000000000001,4.81,2782.7075
"WB",2023-12-07,9.79958041958042,10,9.66,9.89,9.74,0.34,0.15,4.815,2787.5225
"WB",2023-12-08,9.42055944055944,9.68,9.12,9.57,9.3,0.56,0.27,4.435,2791.9575
"WB",2023-12-09,8.76265734265734,9.31,7.68,9.208,8.038,1.63,1.17,3.623,2795.5805
"WB",2023-12-10,9.24769230769231,9.85,8.98,9.56,9.01,0.869999999999999,0.550000000000001,4.285,2799.8655
"WB",2023-12-11,9.31762237762238,9.61,9.15,9.42,9.2,0.459999999999999,0.220000000000001,4.31,2804.1755
"WB",2023-12-12,9.07027972027972,9.33,8.61,9.298,8.73,0.720000000000001,0.568,4.014,2808.1895
"WB",2023-12-13,8.77811188811189,9.26,8.1,9.152,8.412,1.16,0.740000000000002,3.782,2811.9715
"WB",2023-12-14,9.04846153846154,9.42,8.74,9.3,8.83,0.68,0.470000000000001,4.065,2816.0365
"WB",2023-12-15,8.99783216783217,9.41,8.63,9.29,8.774,0.779999999999999,0.516,4.032,2820.0685
"WB",2023-12-16,8.87993006993007,9.38,7.64,9.25,8.408,1.74,0.841999999999999,3.829,2823.8975
"WB",2023-12-17,8.82538461538462,9.19,8.11,9.1,8.544,1.08,0.556000000000001,3.822,2827.7195
"WB",2023-12-18,8.81573426573427,9.17,8.52,9.06,8.61,0.65,0.450000000000001,3.835,2831.5545
"WB",2023-12-19,8.9058041958042,9.21,8.64,9.118,8.682,0.57,0.436000000000002,3.9,2835.4545
"WB",2023-12-20,9.08216783216783,9.74,8.77,9.26,8.864,0.970000000000001,0.395999999999999,4.062,2839.5165
"WB",2023-12-21,9.22377622377622,9.59,8.95,9.412,9.07,0.640000000000001,0.342000000000001,4.241,2843.7575
"WB",2023-12-22,9.31530769230769,9.77,9.06,9.51,9.16,0.709999999999999,0.35,4.335,2848.0925
"WB",2023-12-23,9.04482517482517,9.37,8.46,9.24,8.804,0.909999999999998,0.436,4.022,2852.1145
"WB",2023-12-24,8.43846153846154,9.03,7.64,8.9,7.792,1.39,1.108,3.346,2855.4605
"WB",2023-12-25,8.33377622377622,8.95,7.8,8.788,7.864,1.15,0.923999999999999,3.326,2858.7865
"WB",2023-12-26,8.69384615384615,9.01,8.47,8.9,8.51,0.539999999999999,0.390000000000001,3.705,2862.4915
"WB",2023-12-27,8.67398601398601,8.96,8.42,8.876,8.494,0.540000000000001,0.382000000000001,3.685,2866.1765
"WB",2023-12-28,9.03237762237762,9.32,8.68,9.29,8.84,0.640000000000001,0.449999999999999,4.065,2870.2415
"WB",2023-12-29,9.20964788732394,9.48,9.01,9.33,9.072,0.470000000000001,0.257999999999999,4.201,2874.4425
"WB",2023-12-30,9.41797202797203,9.73,9.21,9.676,9.25,0.52,0.426,4.463,2878.9055
"WB",2023-12-31,9.33,9.33,9.33,9.33,9.33,0,0,4.33,2883.2355
"WB",2024-01-01,9.04587412587413,9.47,8.46,9.318,8.674,1.01,0.644,3.996,2887.2315
"WB",2024-01-02,8.50097902097902,9.19,7.39,9.06,7.98,1.8,1.08,3.52,2890.7515
"WB",2024-01-03,8.67357142857143,9.01,8.33,8.993,8.401,0.68,0.592000000000001,3.697,2894.4485
"WB",2024-01-11,7.01,7.16,6.94,7.098,6.94,0.22,0.157999999999999,2.019,2896.4675
"WB",2024-01-12,6.39636363636364,7.26,3.14,7.18,5.304,4.12,1.876,1.242,2897.7095
"WB",2024-01-13,4.55605839416058,6.02,2,5.7,3.004,4.02,2.696,0,2897.7095
"WB",2024-01-14,3.94685314685315,5.1,2.38,4.98,2.804,2.72,2.176,0,2897.7095
"WB",2024-01-15,3.5025,4.74,2,4.4,2.22,2.74,2.18,0,2897.7095
"WB",2024-01-16,3.26125984251969,4.3,2,3.996,2.62,2.3,1.376,0,2897.7095
"WB",2024-01-17,3.69468531468531,4.38,2.78,4.18,3.04,1.6,1.14,0,2897.7095
"WB",2024-01-18,3.93216783216783,4.48,3.36,4.236,3.564,1.12,0.672000000000001,0,2897.7095
"WB",2024-01-19,4.15440559440559,5.1,3.72,4.46,3.78,1.38,0.68,0,2897.7095
"WB",2024-01-20,4.6627972027972,5.4,4.16,5.06,4.18,1.24,0.88,0,2897.7095
"WB",2024-01-21,5.33664335664336,6.14,4.68,5.892,4.74,1.46,1.152,0.316000000000001,2898.0255
"WB",2024-01-22,5.96405594405594,6.82,5.54,6.292,5.58,1.28,0.712,0.936,2898.9615
"WB",2024-01-23,6.51384615384615,7.34,6.14,7.076,6.18,1.2,0.896000000000001,1.628,2900.5895
"WB",2024-01-24,6.92167832167832,7.58,6.58,7.32,6.66,1,0.66,1.99,2902.5795
"WB",2024-01-25,7.42741258741259,7.92,7.04,7.74,7.16,0.88,0.58,2.45,2905.0295
"WB",2024-01-26,7.75608391608392,8.3,7.52,8.08,7.56,0.780000000000001,0.52,2.82,2907.8495
"WB",2024-01-27,8.40083916083916,9.46,7.88,9.204,7.92,1.58,1.284,3.562,2911.4115
"WB",2024-01-28,9.13174825174825,9.9,8.62,9.76,8.724,1.28,1.036,4.242,2915.6535
"WB",2024-01-29,9.482,10.18,9.24,9.922,9.26,0.94,0.662000000000001,4.591,2920.2445
"WB",2024-01-30,9.76,10.44,9.52,10.3,9.54,0.92,0.760000000000002,4.92,2925.1645
"WB",2024-01-31,10.0186013986014,10.44,9.8,10.26,9.84,0.639999999999999,0.42,5.05,2930.2145
"WB",2024-02-01,10.1251748251748,10.3,9.96,10.26,10.02,0.34,0.24,5.14,2935.3545
"WB",2024-02-02,10.0816783216783,10.26,9.46,10.236,9.88,0.799999999999999,0.356,5.058,2940.4125
"WB",2024-02-03,9.88713286713287,10.54,9.44,10.076,9.6,1.1,0.476000000000001,4.838,2945.2505
"WB",2024-02-04,9.66839160839161,10.04,9.1,9.96,9.46,0.94,0.5,4.71,2949.9605
"WB",2024-02-05,9.43972027972028,9.78,9.16,9.6,9.24,0.619999999999999,0.359999999999999,4.42,2954.3805
"WB",2024-02-06,9.61370629370629,10.7,9.26,9.9,9.34,1.44,0.56,4.62,2959.0005
"WB",2024-02-07,9.61818181818182,10.68,9.12,9.84,9.36,1.56,0.48,4.6,2963.6005
"WB",2024-02-08,9.54335664335664,9.9,9.22,9.76,9.34,0.68,0.42,4.55,2968.1505
"WB",2024-02-09,9.42321678321678,9.86,7.66,9.64,9.26,2.2,0.380000000000001,4.45,2972.6005
"WB",2024-02-10,9.39874125874126,9.7,8.66,9.64,9.004,1.04,0.636000000000001,4.322,2976.9225
"WB",2024-02-11,9.52181818181818,9.8,9.14,9.72,9.284,0.66,0.436000000000002,4.502,2981.4245
"WB",2024-02-12,9.51398601398601,9.72,9.04,9.72,9.264,0.680000000000001,0.456000000000001,4.492,2985.9165
"WB",2024-02-13,9.34041958041958,9.74,8.48,9.62,8.824,1.26,0.795999999999999,4.222,2990.1385
"WB",2024-02-14,8.73160839160839,9.48,7.34,9.42,7.464,2.14,1.956,3.442,2993.5805
"WB",2024-02-15,8.42041958041958,8.9,7.66,8.812,8.02,1.24,0.792000000000002,3.416,2996.9965
"WB",2024-02-16,7.45776223776224,8.42,6.02,8.3,6.584,2.4,1.716,2.442,2999.4385
"WB",2024-02-17,6.23118881118881,7.8,4.96,7.292,5.188,2.84,2.104,1.24,3000.6785
"WB",2024-02-18,6.84895104895105,7.62,5.86,7.54,5.92,1.76,1.62,1.73,3002.4085
"WB",2024-02-19,7.5579020979021,8.3,7.1,8.08,7.14,1.2,0.94,2.61,3005.0185
"WB",2024-02-20,7.91314685314685,8.72,7.5,8.54,7.52,1.22,1.02,3.03,3008.0485
"WB",2024-02-21,8.17328671328671,8.56,7.92,8.4,7.96,0.640000000000001,0.44,3.18,3011.2285
"WB",2024-02-22,8.53440559440559,9.56,8.1,9.1,8.16,1.46,0.94,3.63,3014.8585
"WB",2024-02-23,8.7220979020979,9.74,8,9.128,8.284,1.74,0.844000000000001,3.706,3018.5645
"WB",2024-02-24,9.03132867132867,9.42,8.72,9.32,8.82,0.699999999999999,0.5,4.07,3022.6345
"WB",2024-02-25,9.16321678321678,9.4,8.82,9.336,9.06,0.58,0.276,4.198,3026.8325
"WB",2024-02-26,8.8406993006993,9.28,8.06,9.2,8.504,1.22,0.696,3.852,3030.6845
"WB",2024-02-27,8.44055944055944,8.76,7.78,8.736,8.124,0.98,0.612000000000002,3.43,3034.1145
"WB",2024-02-28,8.68391608391608,8.86,8.4,8.84,8.56,0.459999999999999,0.279999999999999,3.7,3037.8145
"WB",2024-02-29,8.52265734265734,8.98,7.96,8.96,8.168,1.02,0.792000000000002,3.564,3041.3785
"WB",2024-03-01,7.74937062937063,8.46,6.7,8.36,7.004,1.76,1.356,2.682,3044.0605
"WB",2024-03-02,7.58811188811189,8.12,7.06,8.072,7.192,1.06,0.880000000000002,2.632,3046.6925
"WB",2024-03-03,7.04615384615385,7.54,6.32,7.5,6.48,1.22,1.02,1.99,3048.6825
"WB",2024-03-04,6.91986013986014,7.34,6.56,7.28,6.64,0.78,0.640000000000001,1.96,3050.6425
"WB",2024-03-05,6.96153846153846,8.16,6.56,7.392,6.66,1.6,0.732000000000001,2.026,3052.6685
"WB",2024-03-06,7.04265734265734,8.14,6.7,7.676,6.76,1.44,0.916,2.218,3054.8865
"WB",2024-03-07,7.22895104895105,8.86,6.66,8.056,6.744,2.2,1.312,2.4,3057.2865
"WB",2024-03-08,7.40783216783217,8.34,6.74,8.076,6.964,1.6,1.112,2.52,3059.8065
"WB",2024-03-09,7.68871428571429,8.08,7.44,7.92,7.46,0.64,0.46,2.69,3062.4965
